,Exporter,Importer,Exporter_region,Import_region,Weight
11746,Namibia,Brazil,Sub-Saharan Africa,Latin America and the Caribbean,0.053
11747,"China, Hong Kong SAR",Mauritius,China,Sub-Saharan Africa,0.053
11748,Canada,Niger,Northern America,Sub-Saharan Africa,0.053
11749,Honduras,Bahrain,Latin America and the Caribbean,Northern Africa and Western Asia,0.053
11750,Croatia,Indonesia,Europe,Eastern and South-Eastern Asia (excl. China),0.053
11751,Slovakia,Saint Kitts and Nevis,Europe,Latin America and the Caribbean,0.05286
11752,Kuwait,Singapore,Northern Africa and Western Asia,Eastern and South-Eastern Asia (excl. China),0.0528
11753,South Africa,Luxembourg,Sub-Saharan Africa,Europe,0.052250000000000005
11754,Nigeria,Burundi,Sub-Saharan Africa,Sub-Saharan Africa,0.052000000000000005
11755,"China, Hong Kong SAR",Tanzania,China,Sub-Saharan Africa,0.052000000000000005
11756,Philippines,Ethiopia,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,0.052
11757,Czech Republic,Mayotte,Europe,Sub-Saharan Africa,0.052
11758,Bulgaria,Singapore,Europe,Eastern and South-Eastern Asia (excl. China),0.052
11759,Lebanon,Iceland,Northern Africa and Western Asia,Europe,0.052
11760,Mauritius,Luxembourg,Sub-Saharan Africa,Europe,0.051941045
11761,Estonia,Mongolia,Europe,Eastern and South-Eastern Asia (excl. China),0.0516
11762,Armenia,South Africa,Northern Africa and Western Asia,Sub-Saharan Africa,0.051500000000000004
11763,Cambodia,Thailand,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),0.051482
11764,Fiji,United Kingdom,Oceania (excl. Australia and New Zealand),Europe,0.051000000000000004
11765,Cambodia,Germany,Eastern and South-Eastern Asia (excl. China),Europe,0.051000000000000004
11766,Bahrain,Kenya,Northern Africa and Western Asia,Sub-Saharan Africa,0.051
11767,Antigua and Barbuda,Curacao,Latin America and the Caribbean,Latin America and the Caribbean,0.051
11768,Haiti,United Kingdom,Latin America and the Caribbean,Europe,0.051
11769,Ireland,Ecuador,Europe,Latin America and the Caribbean,0.051
11770,Slovenia,Uzbekistan,Europe,Central and Southern Asia,0.051
11771,Israel,Honduras,Northern Africa and Western Asia,Latin America and the Caribbean,0.051
11772,Estonia,Malaysia,Europe,Eastern and South-Eastern Asia (excl. China),0.051
11773,Bolivia,French Polynesia,Latin America and the Caribbean,Oceania (excl. Australia and New Zealand),0.051
11774,Zambia,Mongolia,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),0.0505
11775,Iceland,Belgium,Europe,Europe,0.05045
11776,"Korea, Republic",Czech Republic,Eastern and South-Eastern Asia (excl. China),Europe,0.050436
11777,Mauritius,Namibia,Sub-Saharan Africa,Sub-Saharan Africa,0.050051
11778,Switzerland,Micronesia,Europe,Oceania (excl. Australia and New Zealand),0.05
11779,Cayman Islands,Grenada,Latin America and the Caribbean,Latin America and the Caribbean,0.05
11780,Tanzania,Zimbabwe,Sub-Saharan Africa,Sub-Saharan Africa,0.05
11781,Tunisia,Mozambique,Northern Africa and Western Asia,Sub-Saharan Africa,0.05
11782,Ireland,Mexico,Europe,Latin America and the Caribbean,0.05
11783,Iran,Kyrgyzstan,Central and Southern Asia,Central and Southern Asia,0.05
11784,Vanuatu,Russian Federation,Oceania (excl. Australia and New Zealand),Europe,0.05
11785,Turkey,Zambia,Northern Africa and Western Asia,Sub-Saharan Africa,0.05
11786,Nepal,Oman,Central and Southern Asia,Northern Africa and Western Asia,0.05
11787,Iran,Belarus,Central and Southern Asia,Europe,0.05
11788,Israel,Kyrgyzstan,Northern Africa and Western Asia,Central and Southern Asia,0.05
11789,Brazil,Lao PDR,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),0.05
11790,Russian Federation,Croatia,Europe,Europe,0.05
11791,Japan,Turkey,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,0.05
11792,Cabo Verde,Seychelles,Sub-Saharan Africa,Sub-Saharan Africa,0.05
11793,Syria,Cote d'Ivoire,Northern Africa and Western Asia,Sub-Saharan Africa,0.05
11794,Argentina,Argentina,Latin America and the Caribbean,Latin America and the Caribbean,0.05
11795,Guam,Greenland,Oceania (excl. Australia and New Zealand),Northern America,0.05
11796,Bosnia Herzegovina,Iceland,Europe,Europe,0.049999999999999996
11797,Sri Lanka,Bangladesh,Central and Southern Asia,Central and Southern Asia,0.049999999999999996
11798,Russian Federation,Japan,Europe,Eastern and South-Eastern Asia (excl. China),0.04947
11799,Georgia,"Korea, Republic",Northern Africa and Western Asia,Eastern and South-Eastern Asia (excl. China),0.049
11800,Cote d'Ivoire,Azerbaijan,Sub-Saharan Africa,Northern Africa and Western Asia,0.049
11801,Guinea,"Congo, Republic",Sub-Saharan Africa,Sub-Saharan Africa,0.049
11802,Nicaragua,Bermuda,Latin America and the Caribbean,Northern America,0.049
11803,New Caledonia,Fiji,Oceania (excl. Australia and New Zealand),Oceania (excl. Australia and New Zealand),0.049
11804,Japan,Malawi,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,0.049
11805,Saint Lucia,Dominica,Latin America and the Caribbean,Latin America and the Caribbean,0.04883
11806,Guinea,Tanzania,Sub-Saharan Africa,Sub-Saharan Africa,0.048
11807,Pitcairn,New Caledonia,Oceania (excl. Australia and New Zealand),Oceania (excl. Australia and New Zealand),0.048
11808,Morocco,Bangladesh,Northern Africa and Western Asia,Central and Southern Asia,0.048
11809,New Zealand,Cyprus,Australia and New Zealand,Northern Africa and Western Asia,0.048
11810,Central African Republic,Niger,Sub-Saharan Africa,Sub-Saharan Africa,0.048
11811,Japan,Trinidad and Tobago,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,0.048
11812,Morocco,Denmark,Northern Africa and Western Asia,Europe,0.048
11813,Jordan,Armenia,Northern Africa and Western Asia,Northern Africa and Western Asia,0.048
11814,Honduras,Barbados,Latin America and the Caribbean,Latin America and the Caribbean,0.048
11815,Yemen,Morocco,Northern Africa and Western Asia,Northern Africa and Western Asia,0.048
11816,Dominican Republic,"Congo, Democratic Republic",Latin America and the Caribbean,Sub-Saharan Africa,0.048
11817,Sri Lanka,Syria,Central and Southern Asia,Northern Africa and Western Asia,0.048
11818,Belgium,Iraq,Europe,Northern Africa and Western Asia,0.04734
11819,India,Panama,Central and Southern Asia,Latin America and the Caribbean,0.04700000000000001
11820,Belize,Netherlands,Latin America and the Caribbean,Europe,0.047
11821,France,Burundi,Europe,Sub-Saharan Africa,0.047
11822,New Caledonia,Costa Rica,Oceania (excl. Australia and New Zealand),Latin America and the Caribbean,0.047
11823,Spain,Tajikistan,Europe,Central and Southern Asia,0.047
11824,Haiti,Barbados,Latin America and the Caribbean,Latin America and the Caribbean,0.047
11825,Rwanda,Luxembourg,Sub-Saharan Africa,Europe,0.047
11826,Chile,United Arab Emirates,Latin America and the Caribbean,Northern Africa and Western Asia,0.046874
11827,Sudan,Sweden,Northern Africa and Western Asia,Europe,0.046828
11828,Russian Federation,Afghanistan,Europe,Central and Southern Asia,0.046490000000000004
11829,Pakistan,Zambia,Central and Southern Asia,Sub-Saharan Africa,0.046279999999999995
11830,Belgium,El Salvador,Europe,Latin America and the Caribbean,0.046
11831,Denmark,Niger,Europe,Sub-Saharan Africa,0.046
11832,South Africa,Morocco,Sub-Saharan Africa,Northern Africa and Western Asia,0.046
11833,Curacao,China,Latin America and the Caribbean,China,0.046
11834,Czech Republic,Mozambique,Europe,Sub-Saharan Africa,0.046
11835,Ireland,Malta,Europe,Europe,0.046
11836,Trinidad and Tobago,Norway,Latin America and the Caribbean,Europe,0.046
11837,Israel,Bolivia,Northern Africa and Western Asia,Latin America and the Caribbean,0.045668
11838,"Korea, Republic",Guam,Eastern and South-Eastern Asia (excl. China),Oceania (excl. Australia and New Zealand),0.045500000000000006
11839,Faeroe Islands,Namibia,Europe,Sub-Saharan Africa,0.045442
11840,Trinidad and Tobago,Turks and Caicos Islands,Latin America and the Caribbean,Latin America and the Caribbean,0.045000000000000005
11841,Georgia,Germany,Northern Africa and Western Asia,Europe,0.045
11842,Austria,Grenada,Europe,Latin America and the Caribbean,0.045
11843,Switzerland,Gibraltar,Europe,Europe,0.045
11844,Kuwait,Netherlands,Northern Africa and Western Asia,Europe,0.045
11845,Czech Republic,Vietnam,Europe,Eastern and South-Eastern Asia (excl. China),0.045
11846,Bahrain,Canada,Northern Africa and Western Asia,Northern America,0.045
11847,Qatar,Poland,Northern Africa and Western Asia,Europe,0.045
11848,Mozambique,Portugal,Sub-Saharan Africa,Europe,0.045
11849,Denmark,Nepal,Europe,Central and Southern Asia,0.045
11850,Cyprus,Namibia,Northern Africa and Western Asia,Sub-Saharan Africa,0.045
11851,Qatar,Japan,Northern Africa and Western Asia,Eastern and South-Eastern Asia (excl. China),0.045
11852,Australia,Antigua and Barbuda,Australia and New Zealand,Latin America and the Caribbean,0.045
11853,Kenya,Iraq,Sub-Saharan Africa,Northern Africa and Western Asia,0.045
11854,Malaysia,Guyana,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,0.045
11855,Uganda,Zambia,Sub-Saharan Africa,Sub-Saharan Africa,0.04465
11856,Ukraine,Namibia,Europe,Sub-Saharan Africa,0.044275
11857,Japan,Iceland,Eastern and South-Eastern Asia (excl. China),Europe,0.044213
11858,Namibia,United Arab Emirates,Sub-Saharan Africa,Northern Africa and Western Asia,0.044000000000000004
11859,Romania,Bahamas,Europe,Latin America and the Caribbean,0.044
11860,Ukraine,Bahamas,Europe,Latin America and the Caribbean,0.044
11861,Slovenia,New Zealand,Europe,Australia and New Zealand,0.044
11862,Namibia,Cambodia,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),0.044
11863,Gabon,Armenia,Sub-Saharan Africa,Northern Africa and Western Asia,0.044
11864,Uganda,Mauritius,Sub-Saharan Africa,Sub-Saharan Africa,0.044
11865,Czech Republic,Guatemala,Europe,Latin America and the Caribbean,0.044
11866,Guinea,Cyprus,Sub-Saharan Africa,Northern Africa and Western Asia,0.044
11867,"Korea, Republic",Nicaragua,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,0.04377
11868,Namibia,Eswatini,Sub-Saharan Africa,Sub-Saharan Africa,0.043156
11869,Eswatini,Netherlands,Sub-Saharan Africa,Europe,0.043144
11870,Sri Lanka,Greece,Central and Southern Asia,Europe,0.043000000000000003
11871,Belgium,Malawi,Europe,Sub-Saharan Africa,0.043
11872,Suriname,Sudan,Latin America and the Caribbean,Northern Africa and Western Asia,0.043
11873,Brazil,Namibia,Latin America and the Caribbean,Sub-Saharan Africa,0.043
11874,Jamaica,Nicaragua,Latin America and the Caribbean,Latin America and the Caribbean,0.043
11875,Latvia,Belize,Europe,Latin America and the Caribbean,0.043
11876,Malta,Panama,Europe,Latin America and the Caribbean,0.043
11877,Australia,Belarus,Australia and New Zealand,Europe,0.043
11878,Canada,Mongolia,Northern America,Eastern and South-Eastern Asia (excl. China),0.043
11879,Bermuda,Luxembourg,Northern America,Europe,0.043
11880,Austria,Mozambique,Europe,Sub-Saharan Africa,0.043
11881,Malaysia,Latvia,Eastern and South-Eastern Asia (excl. China),Europe,0.043
11882,"Korea, Republic",Norway,Eastern and South-Eastern Asia (excl. China),Europe,0.042480000000000004
11883,Philippines,Austria,Eastern and South-Eastern Asia (excl. China),Europe,0.042271
11884,Fiji,Brazil,Oceania (excl. Australia and New Zealand),Latin America and the Caribbean,0.042
11885,Croatia,Japan,Europe,Eastern and South-Eastern Asia (excl. China),0.042
11886,Syria,Faeroe Islands,Northern Africa and Western Asia,Europe,0.042
11887,France,San Marino,Europe,Europe,0.042
11888,Rwanda,Bermuda,Sub-Saharan Africa,Northern America,0.042
11889,Andorra,Gambia,Europe,Sub-Saharan Africa,0.042
11890,Japan,Estonia,Eastern and South-Eastern Asia (excl. China),Europe,0.042
11891,Sri Lanka,Finland,Central and Southern Asia,Europe,0.042
11892,El Salvador,Brazil,Latin America and the Caribbean,Latin America and the Caribbean,0.042
11893,Israel,Sri Lanka,Northern Africa and Western Asia,Central and Southern Asia,0.041999999999999996
11894,Cambodia,Switzerland,Eastern and South-Eastern Asia (excl. China),Europe,0.041999999999999996
11895,Marshall Islands,Kiribati,Oceania (excl. Australia and New Zealand),Oceania (excl. Australia and New Zealand),0.04194
11896,Rwanda,Namibia,Sub-Saharan Africa,Sub-Saharan Africa,0.041499999999999995
11897,Burundi,Zambia,Sub-Saharan Africa,Sub-Saharan Africa,0.04113
11898,Philippines,Poland,Eastern and South-Eastern Asia (excl. China),Europe,0.041
11899,Ukraine,Denmark,Europe,Europe,0.041
11900,Dominica,Saint Lucia,Latin America and the Caribbean,Latin America and the Caribbean,0.041
11901,Japan,Guatemala,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,0.041
11902,Estonia,Singapore,Europe,Eastern and South-Eastern Asia (excl. China),0.041
11903,Norway,Portugal,Europe,Europe,0.041
11904,Thailand,Morocco,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,0.041
11905,"Korea, Republic",Uganda,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,0.040999999999999995
11906,"Korea, Republic",Iceland,Eastern and South-Eastern Asia (excl. China),Europe,0.04
11907,Myanmar,Ireland,Eastern and South-Eastern Asia (excl. China),Europe,0.04
11908,Germany,Gibraltar,Europe,Europe,0.04
11909,Finland,Saudi Arabia,Europe,Northern Africa and Western Asia,0.04
11910,Nigeria,Rwanda,Sub-Saharan Africa,Sub-Saharan Africa,0.04
11911,Venezuela,Seychelles,Latin America and the Caribbean,Sub-Saharan Africa,0.04
11912,Turkmenistan,New Zealand,Central and Southern Asia,Australia and New Zealand,0.04
11913,Guyana,Suriname,Latin America and the Caribbean,Latin America and the Caribbean,0.04
11914,Lebanon,Cabo Verde,Northern Africa and Western Asia,Sub-Saharan Africa,0.04
11915,Kuwait,Ireland,Northern Africa and Western Asia,Europe,0.04
11916,Eswatini,Grenada,Sub-Saharan Africa,Latin America and the Caribbean,0.04
11917,Turkey,Eritrea,Northern Africa and Western Asia,Sub-Saharan Africa,0.04
11918,Senegal,Zimbabwe,Sub-Saharan Africa,Sub-Saharan Africa,0.04
11919,Sweden,Grenada,Europe,Latin America and the Caribbean,0.04
11920,Luxembourg,Oman,Europe,Northern Africa and Western Asia,0.04
11921,Guam,Fiji,Oceania (excl. Australia and New Zealand),Oceania (excl. Australia and New Zealand),0.04
11922,Nigeria,Nepal,Sub-Saharan Africa,Central and Southern Asia,0.04
11923,Senegal,Namibia,Sub-Saharan Africa,Sub-Saharan Africa,0.04
11924,Uruguay,Antigua and Barbuda,Latin America and the Caribbean,Latin America and the Caribbean,0.04
11925,India,Cayman Islands,Central and Southern Asia,Latin America and the Caribbean,0.04
11926,Kyrgyzstan,Italy,Central and Southern Asia,Europe,0.04
11927,Norway,Gabon,Europe,Sub-Saharan Africa,0.039999999999999994
11928,Poland,Trinidad and Tobago,Europe,Latin America and the Caribbean,0.039815
11929,Georgia,China,Northern Africa and Western Asia,China,0.039624162
11930,Ukraine,Belize,Europe,Latin America and the Caribbean,0.0395
11931,Panama,Uruguay,Latin America and the Caribbean,Latin America and the Caribbean,0.039
11932,Latvia,Singapore,Europe,Eastern and South-Eastern Asia (excl. China),0.039
11933,Seychelles,Singapore,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),0.039
11934,Romania,Cambodia,Europe,Eastern and South-Eastern Asia (excl. China),0.039
11935,Namibia,Bermuda,Sub-Saharan Africa,Northern America,0.039
11936,Germany,Saint Lucia,Europe,Latin America and the Caribbean,0.039
11937,Romania,Indonesia,Europe,Eastern and South-Eastern Asia (excl. China),0.039
11938,India,Antigua and Barbuda,Central and Southern Asia,Latin America and the Caribbean,0.039
11939,Indonesia,Cayman Islands,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,0.039
11940,Montenegro,Greece,Europe,Europe,0.0387
11941,Spain,Cambodia,Europe,Eastern and South-Eastern Asia (excl. China),0.038692
11942,"Korea, Republic",Lao PDR,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),0.03852
11943,New Zealand,Sweden,Australia and New Zealand,Europe,0.038016
11944,Togo,Sweden,Sub-Saharan Africa,Europe,0.038016
11945,Spain,Saint Lucia,Europe,Latin America and the Caribbean,0.038
11946,Jamaica,Ghana,Latin America and the Caribbean,Sub-Saharan Africa,0.038
11947,Ireland,Maldives,Europe,Central and Southern Asia,0.038
11948,Czech Republic,Andorra,Europe,Europe,0.038
11949,Norway,Belarus,Europe,Europe,0.038
11950,Cook Islands,Switzerland,Oceania (excl. Australia and New Zealand),Europe,0.038
11951,Antigua and Barbuda,Montserrat,Latin America and the Caribbean,Latin America and the Caribbean,0.038
11952,Lebanon,India,Northern Africa and Western Asia,Central and Southern Asia,0.038
11953,Uganda,Moldova,Sub-Saharan Africa,Europe,0.038
11954,Myanmar,Norway,Eastern and South-Eastern Asia (excl. China),Europe,0.038
11955,Yemen,Montenegro,Northern Africa and Western Asia,Europe,0.038
11956,Belgium,"China, Macao SAR",Europe,China,0.038
11957,Colombia,Kiribati,Latin America and the Caribbean,Oceania (excl. Australia and New Zealand),0.038
11958,Saint Vincent and the Grenadines,Grenada,Latin America and the Caribbean,Latin America and the Caribbean,0.038
11959,Ireland,India,Europe,Central and Southern Asia,0.038
11960,Brazil,Burundi,Latin America and the Caribbean,Sub-Saharan Africa,0.038
11961,Sweden,Ghana,Europe,Sub-Saharan Africa,0.037894
11962,Jamaica,Slovenia,Latin America and the Caribbean,Europe,0.03763
11963,Jamaica,Nigeria,Latin America and the Caribbean,Sub-Saharan Africa,0.0375
11964,Montenegro,Norway,Europe,Europe,0.03725
11965,Jordan,Ireland,Northern Africa and Western Asia,Europe,0.037000000000000005
11966,Kenya,Gabon,Sub-Saharan Africa,Sub-Saharan Africa,0.037000000000000005
